Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  27       27.000       .04674   103180         .15801        -.01185
  28       28.000       .04814   102845         .16022        -.01275
  29       29.000       .04939   102510         .16233        -.01373
  30       30.000       .05034   102175         .16435        -.01470
  31       31.000       .05076   101840         .16632        -.01570
  32       32.000       .05095   101505         .16828        -.01675
  33       33.000       .05107   101170         .17025        -.01776
  34       34.000       .05098   100835         .17222        -.01882
  35       35.000       .05054   100500         .17419        -.01976
  36       36.000       .04972   100165         .17608        -.02059
  37       37.000       .04870    99830         .17787        -.02140
  38       38.000       .04772    99495         .17951        -.02205
  39       39.000       .04671    99160         .18112        -.02255
  40       40.000       .04574    98825         .18259        -.02283
  41       41.000       .04467    98490         .18394        -.02295
  42       42.000       .04379    98155         .18514        -.02302
  43       43.000       .04304    97820         .18629        -.02309
  44       44.000       .04246    97485         .18737        -.02312
  45       45.000       .04225    97150         .18823        -.02309
  46       46.000       .04186    96815         .18889        -.02292
  47       47.000       .04145    96480         .18931        -.02264
  48       48.000       .04125    96145         .18967        -.02218
  49       49.000       .04110    95810         .19004        -.02150
  50       50.000       .04076    95475         .19029        -.02063
  51       51.000       .04032    95140         .19051        -.01972
  52       52.000       .03951    94805         .19058        -.01863
  53       53.000       .03849    94470         .19064        -.01744
  54       54.000       .03714    94135         .19061        -.01607
  55       55.000       .03585    93800         .19058        -.01454
  56       56.000       .03464    93465         .19056        -.01308
  57       57.000       .03337    93130         .19047        -.01177
  58       58.000       .03199    92795         .19041        -.01041
  59       59.000       .03065    92460         .19034        -.00913
  60       60.000       .02906    92125         .19045        -.00786
  61       61.000       .02730    91790         .19058        -.00671
  62       62.000       .02525    91455         .19063        -.00570
  63       63.000       .02334    91120         .19067        -.00467
  64       64.000       .02150    90785         .19071        -.00354
  65       65.000       .01974    90450         .19067        -.00231
  66       66.000       .01805    90115         .19049        -.00086
  67       67.000       .01654    89780         .19015         .00072
  68       68.000       .01556    89445         .18980         .00223
  69       69.000       .01495    89110         .18940         .00386
